employee_id,name,age,department,position,hire_date,leave_date,salary,got_raise,raise_count,months_since_last_raise,has_training,trainings_count,months_since_last_training,performance,enps,attrition
379,Давыдова Алина Олеговна,53,Логистика,Менеджер логистики,2024-05-22,,493.0,0,0,7,0,0,7,3.2,5,0
380,Владимирова Ольга Александровна,37,Логистика,Менеджер логистики,2023-02-17,,299.0,1,1,18,1,1,2,4.1,79,0
381,Архипов Венедикт Измаилович,23,Производство,Оператор,2023-05-25,,349.0,1,1,1,1,2,17,3.8,47,0
382,Полина Ждановна Шарапова,35,Логистика,Логист,2023-06-05,,440.0,1,1,10,1,1,1,3.5,74,0
383,тов. Большаков Мстислав Фокич,52,Финансы,Финансовый аналитик,2023-07-28,,781.0,1,1,14,0,0,17,4.5,-30,0
384,Изот Артемьевич Соболев,55,Производство,Мастер смены,2023-07-15,,425.0,0,0,17,0,0,17,4.2,84,0
385,Кононова Наталья Святославовна,38,Логистика,Менеджер логистики,2022-04-20,2023-01-30,430.0,0,0,32,0,0,32,4.2,28,1
386,Октябрина Валентиновна Ермакова,48,Продажи,Менеджер продаж,2024-02-15,,458.0,0,0,10,1,1,7,3.2,54,0
387,Князева Вероника Львовна,22,IT,Аналитик,2023-05-26,,937.0,0,0,19,1,2,13,4.0,35,0
388,Якушев Феоктист Харлампович,33,HR,Рекрутер,2023-12-10,,656.0,0,0,12,0,0,12,2.7,19,0
389,Калинин Капитон Феоктистович,46,Логистика,Логист,2023-06-01,,383.0,0,0,18,1,1,12,5.0,27,0
390,Лукьян Ермолаевич Егоров,54,Производство,Начальник цеха,2023-09-09,2024-09-30,404.0,1,1,6,0,0,15,3.0,-4,1
391,Корнилов Лавр Алексеевич,33,Продажи,Старший менеджер,2023-12-29,,634.0,1,1,11,0,0,12,3.6,44,0
392,Фомин Федот Тихонович,40,IT,IT-менеджер,2023-11-22,,1131.0,1,1,12,0,0,13,2.5,36,0
393,Елисеева Евфросиния Вячеславовна,25,Производство,Технолог,2022-02-24,2023-03-23,376.0,0,0,34,1,2,21,3.5,58,1
394,Рябов Бронислав Трифонович,50,Производство,Оператор,2023-01-03,,349.0,0,0,23,1,2,20,5.0,41,0
395,тов. Кулагина Ольга Болеславовна,25,Производство,Мастер смены,2023-12-11,,579.0,1,1,6,1,1,8,4.7,-5,0
396,Твердислав Авдеевич Савельев,36,HR,HR-директор,2024-04-29,,719.0,0,0,8,0,0,8,3.9,69,0
397,Мишин Харитон Ильич,33,IT,DevOps,2023-04-05,2023-08-14,1191.0,0,0,20,0,0,20,4.8,-15,1
398,Егор Якубович Тарасов,32,Производство,Мастер смены,2022-05-14,,484.0,1,1,0,1,2,14,3.2,60,0
399,Федосеева Татьяна Семеновна,25,Производство,Технолог,2022-11-27,2024-01-16,537.0,1,2,19,1,2,15,3.8,-21,1
400,Жданов Сигизмунд Авдеевич,26,Логистика,Кладовщик,2023-06-18,,473.0,0,0,18,1,1,17,2.5,38,0
401,Петрова Валерия Валентиновна,43,Производство,Технолог,2022-08-07,,413.0,1,1,6,1,3,17,4.5,-29,0
402,Мишина Антонина Альбертовна,37,Продажи,Директор продаж,2022-09-04,,809.0,1,2,10,1,3,25,1.5,90,0
403,Агафья Львовна Панфилова,55,Производство,Мастер смены,2022-01-26,,550.0,1,1,32,1,4,14,2.8,53,0
404,Анна Анатольевна Колесникова,32,Производство,Оператор,2022-04-09,2024-04-12,592.0,1,2,0,0,0,32,3.6,-4,1
405,Натан Ефстафьевич Жданов,28,Финансы,CFO,2024-05-05,,566.0,0,0,7,0,0,7,3.5,28,0
406,София Романовна Маркова,25,Производство,Оператор,2022-03-17,2023-03-06,370.0,1,1,4,1,4,26,3.0,-1,1
407,Аггей Георгиевич Гущин,47,Производство,Начальник цеха,2023-10-08,,441.0,0,0,14,1,1,10,3.6,62,0
408,Бирюков Панкратий Бенедиктович,26,Производство,Оператор,2023-12-19,,420.0,0,0,12,1,1,12,3.6,57,0
409,Рябова Евпраксия Натановна,50,Логистика,Логист,2024-02-23,,373.0,0,0,10,1,1,2,3.1,20,0
410,Лапина Надежда Леоновна,31,Финансы,Финансовый аналитик,2023-10-12,,605.0,1,1,0,0,0,14,3.4,-15,0
411,Зайцева Фаина Филипповна,27,Производство,Начальник цеха,2023-07-05,,405.0,1,1,6,1,1,16,3.8,48,0
412,Ярополк Матвеевич Филиппов,25,Производство,Оператор,2022-07-05,,558.0,1,2,14,0,0,29,3.9,7,0
413,Лукин Спартак Зиновьевич,53,Производство,Оператор,2022-07-22,,586.0,1,1,4,1,1,3,3.4,-6,0
414,Антонов Вадим Герасимович,41,Логистика,Логист,2023-09-24,,450.0,0,0,15,1,1,10,3.8,24,0
415,Рожков Епифан Ерофеевич,36,Производство,Технолог,2024-03-15,,519.0,0,0,9,1,1,5,4.4,82,0
416,Ольга Станиславовна Самсонова,41,Логистика,Логист,2024-03-04,,399.0,0,0,9,0,0,9,4.5,52,0
417,Мария Матвеевна Боброва,30,Производство,Мастер смены,2024-05-29,,570.0,0,0,7,0,0,7,3.4,63,0
418,Елена Афанасьевна Данилова,47,HR,HR-специалист,2024-04-12,,669.0,0,0,8,0,0,8,2.4,40,0
419,Елена Рубеновна Белякова,31,Логистика,Менеджер логистики,2023-11-01,,370.0,0,0,13,1,1,2,2.6,20,0
420,Оксана Наумовна Богданова,32,Логистика,Кладовщик,2024-05-18,,466.0,0,0,7,0,0,7,3.7,-10,0
421,Стрелкова Феврония Романовна,52,Логистика,Кладовщик,2024-01-24,,510.0,0,0,11,0,0,11,3.5,3,0
422,Марков Василий Юлианович,45,Производство,Технолог,2023-06-15,,429.0,1,1,1,0,0,18,2.9,53,0
423,Ефимов Мокей Венедиктович,38,Производство,Мастер смены,2024-05-04,,482.0,0,0,7,0,0,7,3.1,53,0
424,Светлана Эльдаровна Попова,36,Финансы,Финансовый аналитик,2023-01-21,,697.0,1,1,11,1,1,15,2.9,83,0
425,Фока Фадеевич Котов,32,Производство,Технолог,2023-03-27,,384.0,1,1,6,0,0,21,3.8,61,0
426,Клавдия Константиновна Абрамова,43,Производство,Технолог,2023-03-01,,522.0,1,1,21,1,1,15,4.2,-4,0
427,Андроник Демидович Панфилов,37,Производство,Начальник цеха,2022-01-23,2022-10-10,332.0,1,2,10,1,1,20,1.8,-12,1
428,Ермакова Валентина Руслановна,47,Производство,Технолог,2023-06-14,,488.0,0,0,18,1,2,9,3.4,-20,0
429,Воронова Александра Валериевна,52,Производство,Начальник цеха,2024-06-07,2024-12-31,368.0,0,0,6,0,0,6,3.9,-7,1
430,Харитонова Агата Вячеславовна,43,Логистика,Кладовщик,2024-01-12,2024-08-24,506.0,0,0,11,0,0,11,2.1,18,1
431,Иванова Зоя Архиповна,54,Производство,Технолог,2023-06-20,,512.0,0,0,18,1,2,3,4.3,46,0
432,Овчинников Серафим Евстигнеевич,52,HR,HR-специалист,2022-04-06,,631.0,1,2,0,1,3,16,5.0,23,0
433,Ульяна Эдуардовна Титова,52,HR,HR-директор,2022-08-23,,676.0,1,1,11,0,0,28,3.0,68,0
434,Маргарита Леонидовна Анисимова,48,HR,HR-специалист,2022-10-18,,490.0,0,0,26,0,0,26,3.8,43,0
435,Тамара Натановна Щербакова,35,Производство,Оператор,2023-01-20,,513.0,1,1,13,1,1,3,4.2,2,0
436,Самойлов Ростислав Бориславович,45,HR,HR-директор,2023-08-02,,614.0,1,1,6,1,1,15,4.5,-8,0
437,Зинаида Святославовна Веселова,41,Логистика,Менеджер логистики,2022-09-17,,422.0,1,2,12,1,1,27,3.8,-1,0
438,Лаврентьев Викторин Игнатович,35,Финансы,Экономист,2022-04-13,,694.0,1,1,3,1,1,12,3.2,51,0
439,Лукина Варвара Болеславовна,49,Финансы,Экономист,2023-04-28,,517.0,1,1,7,1,1,2,2.5,89,0
440,Акулина Матвеевна Чернова,25,Логистика,Логист,2023-12-30,2024-12-31,512.0,0,0,12,1,1,7,2.7,-29,1
441,Фокин Дорофей Венедиктович,24,IT,DevOps,2022-07-19,,1079.0,1,2,16,1,1,19,3.6,0,0
442,Гуляев Николай Демьянович,39,Производство,Технолог,2022-03-30,2022-07-13,538.0,1,1,25,1,3,18,3.7,-5,1
443,Лукьян Артурович Буров,40,Продажи,Менеджер продаж,2022-04-03,2023-08-19,720.0,1,2,22,1,2,30,3.7,-6,1
444,Арефий Ануфриевич Крылов,48,Логистика,Логист,2022-06-29,,404.0,1,2,2,1,2,10,3.0,-16,0
445,Оксана Святославовна Вишнякова,38,Логистика,Логист,2024-06-16,,450.0,0,0,6,0,0,6,3.7,69,0
446,Нина Юльевна Блинова,29,Продажи,Менеджер продаж,2023-05-09,,539.0,1,1,7,1,2,7,2.2,72,0
447,Валентина Сергеевна Голубева,22,Производство,Мастер смены,2023-06-13,,516.0,1,1,7,1,1,2,2.4,13,0
448,Зиновьев Спартак Трифонович,42,Логистика,Кладовщик,2023-05-03,,367.0,1,1,5,1,2,6,4.3,33,0
449,Евгения Наумовна Артемьева,38,Производство,Технолог,2024-06-12,,378.0,0,0,6,0,0,6,3.9,69,0
450,Валерия Владимировна Комарова,53,Производство,Оператор,2023-11-24,,492.0,0,0,13,1,1,5,2.9,49,0
451,Кир Афанасьевич Лебедев,33,Логистика,Логист,2023-05-18,,521.0,1,1,12,0,0,19,3.5,37,0
452,Родионова Алла Валентиновна,44,Производство,Оператор,2023-05-30,,430.0,0,0,19,1,1,3,3.1,59,0
453,Пелагея Анатольевна Маслова,35,Логистика,Водитель,2022-01-13,,373.0,0,0,35,1,2,11,3.0,40,0
454,Ангелина Николаевна Денисова,43,Производство,Начальник цеха,2023-09-20,,422.0,1,1,13,0,0,15,3.1,23,0
455,Нестор Еремеевич Данилов,47,Финансы,Финансовый аналитик,2024-05-24,,597.0,0,0,7,0,0,7,4.7,74,0
456,Яков Дмитриевич Кулагин,49,Продажи,Старший менеджер,2023-07-23,2024-03-22,770.0,0,0,17,0,0,17,3.3,72,1
457,Миронов Михаил Ефимович,48,Логистика,Водитель,2022-06-30,,402.0,1,2,16,1,2,25,2.9,79,0
458,Фролов Парфен Арсеньевич,32,Производство,Оператор,2023-12-09,,337.0,1,1,7,0,0,12,3.6,27,0
459,Блинов Амвросий Ярославович,38,Производство,Мастер смены,2023-01-04,,416.0,1,1,3,1,1,21,4.0,43,0
460,Лукия Эдуардовна Орехова,40,Продажи,Старший менеджер,2024-03-10,,577.0,0,0,9,1,1,1,3.4,18,0
461,Кондратий Эдгарович Кудряшов,32,Производство,Технолог,2024-06-08,,499.0,0,0,6,0,0,6,2.8,78,0
462,Василиса Эдуардовна Ермакова,36,Производство,Технолог,2022-12-18,,408.0,1,2,9,1,2,19,2.7,52,0
463,Горбачева Ангелина Кузьминична,45,Производство,Начальник цеха,2024-03-10,,529.0,0,0,9,1,1,2,3.6,63,0
464,Самсон Теймуразович Калашников,32,Продажи,Менеджер продаж,2022-08-04,2024-02-29,593.0,0,0,28,0,0,28,3.7,89,1
465,Трофимов Орест Игнатьевич,47,Логистика,Водитель,2024-02-29,,408.0,0,0,10,0,0,10,3.5,53,0
466,Изяслав Демьянович Гуляев,37,HR,HR BP,2022-08-23,,658.0,1,1,20,1,1,4,4.0,37,0
467,Афанасьев Иван Гавриилович,44,Производство,Оператор,2023-11-11,,561.0,1,1,13,1,1,7,4.5,4,0
468,Тимофеева Галина Ефимовна,51,Производство,Технолог,2023-08-29,,497.0,1,1,16,1,2,9,3.3,86,0
469,Фомина Мария Геннадиевна,27,Логистика,Кладовщик,2024-04-04,,388.0,0,0,8,1,1,4,3.6,36,0
470,Федотов Прокофий Яковлевич,40,Финансы,Экономист,2022-12-19,,677.0,0,0,24,1,3,24,3.6,31,0
471,Смирнов Яков Федотович,40,Производство,Начальник цеха,2024-03-28,,487.0,0,0,9,1,1,3,2.6,20,0
472,Ефремова Наталья Львовна,46,Производство,Начальник цеха,2024-04-28,,382.0,0,0,8,1,1,3,4.0,36,0
473,Эрнст Юлианович Цветков,39,Финансы,Финансовый аналитик,2022-10-19,,653.0,0,0,26,1,1,4,3.2,49,0
474,Майя Георгиевна Герасимова,42,Производство,Начальник цеха,2022-07-12,2023-07-25,325.0,0,0,29,0,0,29,4.6,-7,1
475,Артемий Викентьевич Корнилов,22,Производство,Начальник цеха,2024-01-15,2024-12-31,385.0,0,0,11,0,0,11,2.8,9,1
476,Игнатов Фома Витальевич,24,IT,IT-менеджер,2023-12-15,,825.0,0,0,12,0,0,12,3.5,4,0
477,Громов Милий Егорович,34,Производство,Начальник цеха,2022-07-05,,571.0,1,1,26,1,3,26,5.0,61,0
478,Демид Даниилович Ситников,24,Производство,Начальник цеха,2022-09-11,2023-07-11,376.0,1,2,24,0,0,27,3.7,36,1
479,Горбунова Ия Святославовна,32,Логистика,Логист,2022-11-27,2023-04-19,434.0,0,0,25,0,0,25,3.5,-5,1
480,Шаров Орест Федосеевич,37,HR,Рекрутер,2022-04-26,,622.0,1,1,0,1,1,25,4.6,5,0
481,Аполлинарий Гертрудович Тарасов,24,Производство,Технолог,2022-01-10,2022-07-12,483.0,1,2,30,1,4,4,3.3,-10,1
482,Юдин Ипат Ефимович,25,Продажи,KAM,2024-02-17,2024-12-31,463.0,0,0,10,0,0,10,3.8,-14,1
483,Мария Анатольевна Пахомова,50,Производство,Мастер смены,2024-04-04,,525.0,0,0,8,1,1,5,3.4,-25,0
484,Сидор Глебович Симонов,53,Продажи,KAM,2023-07-10,2024-12-31,513.0,0,0,17,1,2,11,2.9,11,1
485,Исаева Прасковья Александровна,55,Производство,Технолог,2022-03-12,,363.0,1,1,16,1,4,11,2.2,34,0
486,Федот Юльевич Евдокимов,45,Продажи,Менеджер продаж,2023-09-27,,739.0,0,0,15,1,1,2,3.9,54,0
487,Давыдова Евдокия Матвеевна,55,Логистика,Менеджер логистики,2022-07-14,,447.0,1,2,4,1,2,10,2.9,-18,0
488,Евлампий Артёмович Князев,30,Продажи,Менеджер продаж,2024-05-05,2024-12-31,509.0,0,0,7,0,0,7,3.9,-17,1
489,Кулакова Наталья Леоновна,53,Производство,Начальник цеха,2023-11-05,,467.0,1,1,0,1,1,3,3.3,89,0
490,Громов Лучезар Игнатович,27,Производство,Начальник цеха,2024-05-02,,451.0,0,0,7,0,0,7,3.3,41,0
491,Велимир Якубович Исаев,45,IT,IT-менеджер,2024-04-21,,1085.0,0,0,8,1,1,8,3.8,8,0
492,Вишнякова Октябрина Валентиновна,36,IT,Разработчик,2022-04-14,,938.0,0,0,32,1,1,16,3.6,54,0
493,Аким Ефимович Одинцов,48,Логистика,Кладовщик,2023-07-26,,463.0,1,1,14,1,2,13,3.9,-7,0
494,Надежда Яковлевна Боброва,32,Производство,Мастер смены,2023-11-05,,469.0,1,1,5,1,1,8,3.2,11,0
495,Зоя Анатольевна Волкова,42,Производство,Начальник цеха,2024-04-25,,490.0,0,0,8,1,1,8,4.0,27,0
496,Елизавета Дмитриевна Мишина,24,IT,Разработчик,2024-01-14,,1190.0,0,0,11,0,0,11,3.2,83,0
497,Кошелева Евдокия Валериевна,42,Производство,Технолог,2022-08-08,,326.0,1,2,26,1,2,17,2.5,43,0
498,Чернов Степан Адамович,31,Производство,Начальник цеха,2022-12-31,,359.0,1,1,18,1,1,7,3.4,2,0
499,Симонова Агафья Юрьевна,35,Производство,Начальник цеха,2023-08-06,2024-02-09,526.0,1,1,15,0,0,16,1.8,59,1
500,Шестакова Александра Дмитриевна,46,Логистика,Логист,2022-02-08,,299.0,0,0,34,1,2,11,3.6,82,0
501,Филарет Федосеевич Дьячков,36,Производство,Оператор,2024-06-09,,529.0,0,0,6,0,0,6,4.4,10,0
502,Комарова Ираида Владимировна,36,Логистика,Логист,2023-05-30,,318.0,1,1,14,1,2,18,3.8,34,0
503,Ульяна Валентиновна Владимирова,47,Производство,Мастер смены,2024-03-16,2024-12-31,361.0,0,0,9,0,0,9,2.2,40,1
504,Нина Павловна Ширяева,30,Производство,Начальник цеха,2024-03-03,,533.0,0,0,9,0,0,9,3.7,32,0
505,Сорокина Ирина Аскольдовна,55,Продажи,Старший менеджер,2023-07-29,2024-12-31,535.0,0,0,17,1,1,13,2.7,-19,1
506,Ульян Герасимович Панфилов,34,Производство,Мастер смены,2022-12-23,,410.0,1,2,20,0,0,24,5.0,68,0
507,Чернова Мария Геннадиевна,50,Производство,Мастер смены,2023-09-24,,494.0,1,1,1,0,0,15,3.7,66,0
508,Любомир Тарасович Мясников,25,HR,HR-специалист,2024-01-28,,485.0,0,0,11,1,1,0,4.2,13,0
509,Мишин Дорофей Юлианович,52,Финансы,Финансовый аналитик,2023-04-06,,490.0,0,0,20,1,2,17,3.7,66,0
510,Соколов Марк Фокич,23,Логистика,Кладовщик,2023-12-13,,372.0,0,0,12,1,1,2,4.5,-23,0
511,тов. Сазонов Софрон Афанасьевич,51,Производство,Мастер смены,2022-02-24,2024-03-30,503.0,0,0,34,0,0,34,3.0,79,1
512,г-жа Логинова Зоя Вениаминовна,40,Производство,Оператор,2022-01-20,,563.0,1,2,24,1,1,12,3.9,35,0
513,Ульяна Ильинична Новикова,27,Производство,Мастер смены,2023-05-12,,372.0,1,1,17,1,2,0,5.0,9,0
514,Вышеслав Харламович Степанов,44,Логистика,Кладовщик,2022-01-19,,448.0,1,1,19,1,1,16,3.9,5,0
515,Регина Алексеевна Филиппова,46,Производство,Мастер смены,2024-06-18,,569.0,0,0,6,0,0,6,3.6,20,0
516,Ипполит Архипович Зимин,36,Производство,Начальник цеха,2023-06-18,,437.0,0,0,18,1,1,9,4.2,86,0
517,Елисеев Казимир Изотович,30,Производство,Технолог,2022-07-31,,483.0,1,2,25,1,1,27,4.3,85,0
518,Мартынова Нонна Ниловна,31,HR,HR-директор,2024-02-28,,630.0,0,0,10,1,1,1,4.4,41,0
519,Князев Милий Иосифович,42,IT,Разработчик,2022-07-08,2023-12-01,1110.0,0,0,29,0,0,29,3.7,22,1
520,Колобова Агата Олеговна,34,Производство,Мастер смены,2022-06-05,2024-05-26,350.0,0,0,30,0,0,30,1.9,67,1
521,Анжелика Вениаминовна Воронцова,36,Производство,Технолог,2023-09-03,,385.0,0,0,15,1,1,2,3.2,34,0
522,Лукина Людмила Альбертовна,46,Логистика,Логист,2022-07-08,2023-11-28,400.0,0,0,29,1,1,6,2.7,-2,1
523,Жанна Феликсовна Вишнякова,48,Финансы,Бухгалтер,2022-10-04,,573.0,1,2,6,1,1,2,4.4,26,0
524,Чернов Иннокентий Жанович,51,Логистика,Логист,2024-06-06,,497.0,0,0,6,0,0,6,5.0,69,0
525,Веселов Кондрат Дмитриевич,42,Логистика,Менеджер логистики,2024-01-08,2024-12-14,377.0,0,0,11,0,0,11,2.1,-25,1
526,Терентьев Иван Эдгарович,24,Логистика,Менеджер логистики,2024-01-23,,417.0,0,0,11,0,0,11,3.9,7,0
527,Агата Сергеевна Сазонова,40,Производство,Мастер смены,2024-03-03,,449.0,0,0,9,1,1,9,4.6,85,0
528,Вероника Владиславовна Бурова,54,Логистика,Менеджер логистики,2022-04-03,,308.0,1,2,8,1,3,13,2.9,11,0
529,Некрасов Валерьян Эдуардович,34,Производство,Начальник цеха,2023-08-28,,567.0,0,0,16,1,1,10,2.9,71,0
530,Третьякова Оксана Александровна,29,Продажи,Менеджер продаж,2022-04-04,2023-07-31,712.0,1,2,23,0,0,32,1.9,37,1
531,Лариса Петровна Муравьева,46,Продажи,Старший менеджер,2023-01-23,2023-09-18,457.0,0,0,23,1,1,18,4.6,-10,1
532,Никонова Вера Николаевна,41,Производство,Оператор,2023-03-06,2023-10-16,407.0,1,1,9,1,2,5,2.3,-15,1
533,Родионов Флорентин Александрович,38,IT,Разработчик,2023-09-30,,647.0,1,1,15,0,0,15,2.8,-3,0
534,Артем Теймуразович Денисов,50,Продажи,Директор продаж,2023-02-24,2024-03-04,471.0,0,0,22,0,0,22,2.9,82,1
535,Буров Кир Викентьевич,33,Логистика,Кладовщик,2022-02-20,,316.0,1,2,22,0,0,34,3.6,43,0
536,Медведев Любим Ильич,25,Логистика,Логист,2022-03-31,2024-05-05,307.0,0,0,33,1,1,21,3.7,6,1
537,Колобов Твердислав Трифонович,45,Продажи,Старший менеджер,2023-04-12,2024-09-20,799.0,0,0,20,1,1,10,3.0,-22,1
538,Макарова Олимпиада Яковлевна,52,Финансы,Бухгалтер,2022-10-27,,537.0,1,2,8,1,2,16,4.1,22,0
539,Князев Петр Харитонович,25,Производство,Технолог,2023-09-19,2024-12-31,351.0,0,0,15,1,1,9,2.1,3,1
540,Кудряшов Куприян Венедиктович,53,IT,DevOps,2022-05-13,2024-04-26,931.0,1,2,31,1,3,25,4.2,-7,1
541,Попов Мокей Евсеевич,22,Производство,Мастер смены,2022-07-18,,353.0,1,1,20,0,0,29,3.5,48,0
542,Хохлов Анисим Иларионович,35,Производство,Мастер смены,2022-12-25,,323.0,0,0,24,1,2,8,3.0,71,0
543,Шарапова Анжелика Егоровна,22,Производство,Мастер смены,2024-02-25,2024-11-20,352.0,0,0,10,1,1,6,3.3,-27,1
544,Беляева Раиса Натановна,52,Производство,Мастер смены,2023-11-20,2024-12-31,577.0,0,0,13,0,0,13,2.4,31,1
545,Суворова Пелагея Афанасьевна,48,Логистика,Логист,2023-04-19,2023-08-06,507.0,0,0,20,1,2,9,2.4,41,1
546,Никита Федосьевич Виноградов,44,Производство,Мастер смены,2024-03-29,,339.0,0,0,9,1,1,0,3.0,13,0
547,Кузьмина Евпраксия Афанасьевна,46,Логистика,Кладовщик,2023-08-08,,326.0,0,0,16,1,1,10,3.3,-19,0
548,Остап Зиновьевич Ширяев,41,HR,HR BP,2023-04-08,,476.0,1,1,5,0,0,20,2.9,17,0
549,Фомин Юрий Исидорович,50,Производство,Технолог,2022-04-05,,462.0,1,1,32,1,1,6,3.0,81,0
550,Федот Августович Андреев,28,Производство,Мастер смены,2022-05-27,,550.0,1,2,8,1,1,23,4.3,-26,0
551,Валерия Дмитриевна Лукина,41,Производство,Оператор,2022-01-05,,581.0,1,2,5,1,2,14,3.8,68,0
552,Молчанов Семен Харлампович,41,Продажи,Менеджер продаж,2023-08-15,,686.0,0,0,16,1,1,6,3.3,-6,0
553,Евфросиния Михайловна Васильева,50,Производство,Мастер смены,2024-03-02,,508.0,0,0,9,0,0,9,3.7,49,0
554,Гордей Германович Корнилов,44,Логистика,Кладовщик,2023-07-10,,415.0,1,1,4,1,2,9,3.8,43,0
555,Лукьян Юльевич Бобылев,43,Производство,Мастер смены,2023-09-20,,471.0,0,0,15,0,0,15,5.0,-24,0
556,Кудрявцев Вацлав Венедиктович,47,Производство,Оператор,2023-03-13,,370.0,1,1,19,1,1,9,3.8,12,0
557,Рябов Назар Юлианович,51,Производство,Оператор,2024-02-13,2024-12-31,479.0,0,0,10,1,1,1,2.3,60,1
558,Аникей Юлианович Петров,38,Логистика,Кладовщик,2022-05-28,,504.0,1,1,11,1,2,25,3.8,80,0
559,Ефимова Алевтина Андреевна,26,Производство,Начальник цеха,2022-01-31,,453.0,1,1,30,1,3,27,4.2,47,0
560,Виктория Павловна Князева,28,Производство,Оператор,2023-02-20,,411.0,0,0,22,1,1,17,4.7,29,0
561,г-н Бобылев Тимур Ааронович,37,Логистика,Кладовщик,2023-09-28,,414.0,1,1,12,0,0,15,2.7,45,0
562,Кошелев Демьян Валерьевич,43,Финансы,CFO,2023-08-04,,709.0,0,0,16,0,0,16,4.7,54,0
563,Таисия Никифоровна Смирнова,51,Производство,Начальник цеха,2022-04-28,,411.0,0,0,32,1,3,5,3.2,46,0
564,Петр Феликсович Федотов,53,Продажи,Директор продаж,2022-12-02,2023-07-22,688.0,0,0,24,0,0,24,4.3,-3,1
565,Ольга Егоровна Белоусова,31,HR,HR-специалист,2024-02-15,2024-12-31,631.0,0,0,10,1,1,6,2.8,-4,1
566,Вера Харитоновна Фадеева,44,Производство,Мастер смены,2023-03-22,2023-10-28,597.0,0,0,21,1,2,16,2.9,21,1
567,Шаров Нифонт Дмитриевич,25,HR,HR-специалист,2023-01-14,,400.0,1,1,3,1,1,0,3.6,20,0
568,Савельева Вероника Тимофеевна,46,Производство,Начальник цеха,2023-02-20,,442.0,0,0,22,1,2,5,4.7,30,0
569,Кира Александровна Савельева,45,Производство,Начальник цеха,2024-05-13,,555.0,0,0,7,0,0,7,4.7,-13,0
570,Соболева Анжела Вениаминовна,53,Производство,Оператор,2022-05-28,2023-10-25,504.0,0,0,31,0,0,31,3.5,-13,1
571,Князев Ростислав Теймуразович,33,HR,HR-директор,2023-10-01,,559.0,1,1,8,1,1,6,3.2,47,0
572,Крылова Лора Тимофеевна,54,Логистика,Кладовщик,2023-12-31,,346.0,1,1,0,0,0,12,3.9,42,0
573,Дарья Семеновна Афанасьева,52,Продажи,Менеджер продаж,2023-08-18,2024-08-28,810.0,0,0,16,0,0,16,3.4,79,1
574,Ирина Леонидовна Баранова,27,Логистика,Водитель,2023-06-20,,340.0,0,0,18,1,2,17,2.5,72,0
575,Мельникова Олимпиада Геннадиевна,22,Производство,Оператор,2022-12-18,2023-09-05,451.0,1,2,15,1,2,13,2.2,7,1
576,Кузнецова Александра Федоровна,38,Производство,Мастер смены,2024-01-15,,337.0,0,0,11,0,0,11,5.0,43,0
577,Раиса Валентиновна Семенова,23,Продажи,KAM,2024-04-08,2024-11-19,550.0,0,0,8,0,0,8,1.9,5,1
578,Марина Кирилловна Захарова,38,Логистика,Логист,2024-05-28,,283.0,0,0,7,0,0,7,3.4,86,0
579,Емельянов Ульян Феофанович,33,Продажи,Директор продаж,2023-01-14,,541.0,0,0,23,1,1,5,4.0,13,0
580,Алина Ильинична Михайлова,53,IT,Аналитик,2024-05-07,2024-12-31,1062.0,0,0,7,0,0,7,2.0,0,1
581,Лукин Спиридон Трифонович,44,Продажи,Старший менеджер,2022-08-04,,461.0,1,1,24,0,0,28,4.3,30,0
582,Антип Фокич Воробьев,46,Логистика,Кладовщик,2023-01-24,,396.0,0,0,23,1,2,13,3.8,-29,0
583,Доронина Евгения Игоревна,42,HR,HR-директор,2023-01-27,,737.0,0,0,23,0,0,23,4.5,78,0
584,Панов Валерий Димитриевич,39,Логистика,Логист,2022-12-10,,345.0,0,0,24,1,2,20,2.9,44,0
585,Анисимова Галина Аскольдовна,34,Логистика,Кладовщик,2024-01-22,,407.0,0,0,11,1,1,8,3.6,-22,0
586,Одинцова Любовь Степановна,50,Производство,Оператор,2023-12-03,,418.0,1,1,4,0,0,12,3.5,-26,0
587,Антип Евсеевич Исаков,35,Логистика,Водитель,2023-09-01,,513.0,0,0,15,0,0,15,4.4,18,0
588,Блинова Алла Ниловна,33,Финансы,Экономист,2022-04-24,,586.0,1,1,4,1,3,29,4.1,5,0
589,Гаврила Фёдорович Голубев,32,Производство,Мастер смены,2022-09-21,2023-09-17,539.0,1,1,24,0,0,27,3.0,-23,1
590,Автоном Геннадиевич Кошелев,34,Производство,Оператор,2023-05-19,2024-12-31,491.0,0,0,19,1,2,15,4.0,-17,1
591,Семен Юльевич Семенов,28,Финансы,Экономист,2023-09-21,,863.0,1,1,3,0,0,15,4.4,2,0
592,Ирина Федоровна Пономарева,22,Производство,Начальник цеха,2022-06-02,,581.0,1,2,12,1,2,4,4.0,59,0
593,Лонгин Брониславович Вишняков,53,HR,HR-специалист,2023-06-12,,567.0,1,1,2,1,2,7,5.0,74,0
594,Тихонова Евгения Антоновна,41,Логистика,Логист,2022-12-08,,378.0,1,2,20,0,0,24,3.5,16,0
595,Доронина Раиса Эдуардовна,51,HR,HR BP,2022-03-24,,666.0,1,1,12,1,1,17,4.3,-6,0
596,Наумова София Мироновна,44,Продажи,Менеджер продаж,2023-10-08,,627.0,1,1,11,0,0,14,3.7,-13,0
597,Марфа Тарасовна Борисова,46,Производство,Технолог,2023-05-16,,338.0,1,1,15,1,2,14,3.6,13,0
